race_id,district_pres_margin_dem,state,boundary_compatibility,include_in_2022_backtest,district_pres_margin_dem_2022_ready,presidential_result_year,boundary_cycle,source_type,source_local_path,methodology_note
AZ-3,50.6,AZ,same_as_2022_assumed,True,50.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
AZ-4,10.300000000000004,AZ,same_as_2022_assumed,True,10.300000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
AZ-5,-16.4,AZ,same_as_2022_assumed,True,-16.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
AZ-6,0.0999999999999943,AZ,same_as_2022_assumed,True,0.0999999999999943,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
AZ-7,32.699999999999996,AZ,same_as_2022_assumed,True,32.699999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
AZ-8,-13.6,AZ,same_as_2022_assumed,True,-13.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
AZ-9,-25.800000000000004,AZ,same_as_2022_assumed,True,-25.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-1,17.800000000000004,CA,same_as_2022_assumed,True,17.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-2,28.4,CA,same_as_2022_assumed,True,28.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-3,14.0,CA,same_as_2022_assumed,True,14.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-4,21.1,CA,same_as_2022_assumed,True,21.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-5,-14.5,CA,same_as_2022_assumed,True,-14.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-6,12.6,CA,same_as_2022_assumed,True,12.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-7,19.6,CA,same_as_2022_assumed,True,19.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-8,42.6,CA,same_as_2022_assumed,True,42.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-9,26.200000000000003,CA,same_as_2022_assumed,True,26.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-10,38.6,CA,same_as_2022_assumed,True,38.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-11,74.6,CA,same_as_2022_assumed,True,74.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-12,80.7,CA,same_as_2022_assumed,True,80.7,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-13,17.700000000000003,CA,same_as_2022_assumed,True,17.700000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-14,45.5,CA,same_as_2022_assumed,True,45.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-15,57.3,CA,same_as_2022_assumed,True,57.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-16,52.8,CA,same_as_2022_assumed,True,52.8,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-17,48.2,CA,same_as_2022_assumed,True,48.2,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-18,42.7,CA,same_as_2022_assumed,True,42.7,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-19,39.6,CA,same_as_2022_assumed,True,39.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-20,-26.200000000000003,CA,same_as_2022_assumed,True,-26.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-21,21.1,CA,same_as_2022_assumed,True,21.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-22,17.0,CA,same_as_2022_assumed,True,17.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-23,-12.1,CA,same_as_2022_assumed,True,-12.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-24,29.0,CA,same_as_2022_assumed,True,29.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-25,16.5,CA,same_as_2022_assumed,True,16.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-26,22.40000000000001,CA,same_as_2022_assumed,True,22.40000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-27,19.6,CA,same_as_2022_assumed,True,19.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-28,32.7,CA,same_as_2022_assumed,True,32.7,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-29,49.900000000000006,CA,same_as_2022_assumed,True,49.900000000000006,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-30,44.99999999999999,CA,same_as_2022_assumed,True,44.99999999999999,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-31,25.1,CA,same_as_2022_assumed,True,25.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-32,33.7,CA,same_as_2022_assumed,True,33.7,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-33,25.9,CA,same_as_2022_assumed,True,25.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-34,64.2,CA,same_as_2022_assumed,True,64.2,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-35,23.5,CA,same_as_2022_assumed,True,23.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-36,44.1,CA,same_as_2022_assumed,True,44.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-37,73.3,CA,same_as_2022_assumed,True,73.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-38,28.0,CA,same_as_2022_assumed,True,28.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-39,26.0,CA,same_as_2022_assumed,True,26.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-40,-7.699999999999996,CA,same_as_2022_assumed,True,-7.699999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-41,25.799999999999997,CA,same_as_2022_assumed,True,25.799999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-42,19.700000000000003,CA,same_as_2022_assumed,True,19.700000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-43,63.8,CA,same_as_2022_assumed,True,63.8,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-44,53.10000000000001,CA,same_as_2022_assumed,True,53.10000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-45,10.1,CA,same_as_2022_assumed,True,10.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-46,28.200000000000003,CA,same_as_2022_assumed,True,28.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-47,16.1,CA,same_as_2022_assumed,True,16.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-48,7.200000000000003,CA,same_as_2022_assumed,True,7.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-49,15.200000000000005,CA,same_as_2022_assumed,True,15.200000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-50,21.09999999999999,CA,same_as_2022_assumed,True,21.09999999999999,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-51,22.9,CA,same_as_2022_assumed,True,22.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CA-52,33.3,CA,same_as_2022_assumed,True,33.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-1,61.3,CO,same_as_2022_assumed,True,61.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-2,39.900000000000006,CO,same_as_2022_assumed,True,39.900000000000006,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-3,-8.199999999999996,CO,same_as_2022_assumed,True,-8.199999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-4,-18.5,CO,same_as_2022_assumed,True,-18.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-5,-10.1,CO,same_as_2022_assumed,True,-10.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-6,23.800000000000004,CO,same_as_2022_assumed,True,23.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-7,14.200000000000005,CO,same_as_2022_assumed,True,14.200000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CO-8,4.5,CO,same_as_2022_assumed,True,4.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CT-1,28.09999999999999,CT,same_as_2022_assumed,True,28.09999999999999,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CT-2,11.5,CT,same_as_2022_assumed,True,11.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CT-3,19.700000000000003,CT,same_as_2022_assumed,True,19.700000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CT-4,31.200000000000003,CT,same_as_2022_assumed,True,31.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
CT-5,10.700000000000005,CT,same_as_2022_assumed,True,10.700000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
DE-AL,14.700000000000005,DE,same_as_2022_assumed,True,14.700000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-1,-32.199999999999996,FL,same_as_2022_assumed,True,-32.199999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-2,-10.9,FL,same_as_2022_assumed,True,-10.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-3,-14.0,FL,same_as_2022_assumed,True,-14.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-4,-6.700000000000003,FL,same_as_2022_assumed,True,-6.700000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-5,-15.700000000000005,FL,same_as_2022_assumed,True,-15.700000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-6,-23.59999999999999,FL,same_as_2022_assumed,True,-23.59999999999999,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-7,-5.5,FL,same_as_2022_assumed,True,-5.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-8,-10.700000000000005,FL,same_as_2022_assumed,True,-10.700000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-9,-6.799999999999997,FL,same_as_2022_assumed,True,-6.799999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-10,32.9,FL,same_as_2022_assumed,True,32.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-11,-9.599999999999994,FL,same_as_2022_assumed,True,-9.599999999999994,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-12,-5.800000000000004,FL,same_as_2022_assumed,True,-5.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-13,-7.800000000000004,FL,same_as_2022_assumed,True,-7.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-14,-2.8000000000000043,FL,same_as_2022_assumed,True,-2.8000000000000043,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-15,-10.6,FL,same_as_2022_assumed,True,-10.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-16,-5.519999999999996,FL,same_as_2022_assumed,True,-5.519999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-17,-13.9,FL,same_as_2022_assumed,True,-13.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-18,-10.1,FL,same_as_2022_assumed,True,-10.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-19,-22.0,FL,same_as_2022_assumed,True,-22.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-20,48.2,FL,same_as_2022_assumed,True,48.2,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-21,-8.799999999999997,FL,same_as_2022_assumed,True,-8.799999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-22,2.200000000000003,FL,same_as_2022_assumed,True,2.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-23,26.6,FL,same_as_2022_assumed,True,26.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-24,56.4,FL,same_as_2022_assumed,True,56.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-25,5.100000000000001,FL,same_as_2022_assumed,True,5.100000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-26,-1.1000000000000014,FL,same_as_2022_assumed,True,-1.1000000000000014,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-27,-0.2000000000000028,FL,same_as_2022_assumed,True,-0.2000000000000028,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
FL-28,-6.600000000000001,FL,same_as_2022_assumed,True,-6.600000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-1,-13.4,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-2,10.300000000000004,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-3,-30.10000000000001,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-4,57.7,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-5,72.8,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-6,49.5,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
